ui_ssp,ui_year,ui_tech,ui_subtype,ui_feature,ui_is_ccs,ui_cooling_type,ui_capacity_factor,fname,fpath,ssp,tech,subtype,feature,is_ccs,cooling_type,cap_factor
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 160 meters (m),--,No Cooling,55cf,gridcerf_wind_offshore_hubheight160_no-cooling_55cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight160_no-cooling_55cf.tif,ssp2,wind,offshore,hubheight160,--,no-cooling,55cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 140 meters (m),--,No Cooling,45cf,gridcerf_wind_offshore_hubheight140_no-cooling_45cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight140_no-cooling_45cf.tif,ssp2,wind,offshore,hubheight140,--,no-cooling,45cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 160 meters (m),--,No Cooling,30cf,gridcerf_wind_offshore_hubheight160_no-cooling_30cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight160_no-cooling_30cf.tif,ssp2,wind,offshore,hubheight160,--,no-cooling,30cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 100 meters (m),--,No Cooling,60cf,gridcerf_wind_offshore_hubheight100_no-cooling_60cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight100_no-cooling_60cf.tif,ssp2,wind,offshore,hubheight100,--,no-cooling,60cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 100 meters (m),--,No Cooling,25cf,gridcerf_wind_offshore_hubheight100_no-cooling_25cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight100_no-cooling_25cf.tif,ssp2,wind,offshore,hubheight100,--,no-cooling,25cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 100 meters (m),--,No Cooling,30cf,gridcerf_wind_offshore_hubheight100_no-cooling_30cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight100_no-cooling_30cf.tif,ssp2,wind,offshore,hubheight100,--,no-cooling,30cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 160 meters (m),--,No Cooling,60cf,gridcerf_wind_offshore_hubheight160_no-cooling_60cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight160_no-cooling_60cf.tif,ssp2,wind,offshore,hubheight160,--,no-cooling,60cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 160 meters (m),--,No Cooling,25cf,gridcerf_wind_offshore_hubheight160_no-cooling_25cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight160_no-cooling_25cf.tif,ssp2,wind,offshore,hubheight160,--,no-cooling,25cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 140 meters (m),--,No Cooling,50cf,gridcerf_wind_offshore_hubheight140_no-cooling_50cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight140_no-cooling_50cf.tif,ssp2,wind,offshore,hubheight140,--,no-cooling,50cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 140 meters (m),--,No Cooling,35cf,gridcerf_wind_offshore_hubheight140_no-cooling_35cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight140_no-cooling_35cf.tif,ssp2,wind,offshore,hubheight140,--,no-cooling,35cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 160 meters (m),--,No Cooling,40cf,gridcerf_wind_offshore_hubheight160_no-cooling_40cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight160_no-cooling_40cf.tif,ssp2,wind,offshore,hubheight160,--,no-cooling,40cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 100 meters (m),--,No Cooling,55cf,gridcerf_wind_offshore_hubheight100_no-cooling_55cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight100_no-cooling_55cf.tif,ssp2,wind,offshore,hubheight100,--,no-cooling,55cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 100 meters (m),--,No Cooling,50cf,gridcerf_wind_offshore_hubheight100_no-cooling_50cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight100_no-cooling_50cf.tif,ssp2,wind,offshore,hubheight100,--,no-cooling,50cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 140 meters (m),--,No Cooling,30cf,gridcerf_wind_offshore_hubheight140_no-cooling_30cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight140_no-cooling_30cf.tif,ssp2,wind,offshore,hubheight140,--,no-cooling,30cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 160 meters (m),--,No Cooling,45cf,gridcerf_wind_offshore_hubheight160_no-cooling_45cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight160_no-cooling_45cf.tif,ssp2,wind,offshore,hubheight160,--,no-cooling,45cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 140 meters (m),--,No Cooling,55cf,gridcerf_wind_offshore_hubheight140_no-cooling_55cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight140_no-cooling_55cf.tif,ssp2,wind,offshore,hubheight140,--,no-cooling,55cf
SSP2 - 'Middle of the Road',2025,Wind,Offshore,Hub Height 100 meters (m),--,No Cooling,35cf,gridcerf_wind_offshore_hubheight100_no-cooling_35cf.tif,ssp2/2025/wind_offshore/gridcerf_wind_offshore_hubheight100_no-cooling_35cf.tif,ssp2,wind,offshore,hubheight100,--,no-cooling,35cf
SSP2 - 'Middle of the Road',2025,Solar,Photovoltaic (PV) Centralized,--,--,No Cooling,18cf,gridcerf_solar_pv_centralized_no-cooling_18cf.tif,ssp2/2025/solar/gridcerf_solar_pv_centralized_no-cooling_18cf.tif,ssp2,solar,pv centralized,--,--,no-cooling,18cf
SSP2 - 'Middle of the Road',2025,Solar,Photovoltaic (PV) Centralized,--,--,No Cooling,8cf,gridcerf_solar_pv_centralized_no-cooling_8cf.tif,ssp2/2025/solar/gridcerf_solar_pv_centralized_no-cooling_8cf.tif,ssp2,solar,pv centralized,--,--,no-cooling,8cf
SSP2 - 'Middle of the Road',2025,Solar,Photovoltaic (PV) Centralized,--,--,No Cooling,6cf,gridcerf_solar_pv_centralized_no-cooling_6cf.tif,ssp2/2025/solar/gridcerf_solar_pv_centralized_no-cooling_6cf.tif,ssp2,solar,pv centralized,--,--,no-cooling,6cf
SSP2 - 'Middle of the Road',2025,Solar,Photovoltaic (PV) Centralized,--,--,No Cooling,14cf,gridcerf_solar_pv_centralized_no-cooling_14cf.tif,ssp2/2025/solar/gridcerf_solar_pv_centralized_no-cooling_14cf.tif,ssp2,solar,pv centralized,--,--,no-cooling,14cf
SSP2 - 'Middle of the Road',2025,Solar,Photovoltaic (PV) Centralized,--,--,No Cooling,16cf,gridcerf_solar_pv_centralized_no-cooling_16cf.tif,ssp2/2025/solar/gridcerf_solar_pv_centralized_no-cooling_16cf.tif,ssp2,solar,pv centralized,--,--,no-cooling,16cf
SSP2 - 'Middle of the Road',2025,Solar,Photovoltaic (PV) Centralized,--,--,No Cooling,12cf,gridcerf_solar_pv_centralized_no-cooling_12cf.tif,ssp2/2025/solar/gridcerf_solar_pv_centralized_no-cooling_12cf.tif,ssp2,solar,pv centralized,--,--,no-cooling,12cf
SSP2 - 'Middle of the Road',2025,Solar,Photovoltaic (PV) Centralized,--,--,No Cooling,10cf,gridcerf_solar_pv_centralized_no-cooling_10cf.tif,ssp2/2025/solar/gridcerf_solar_pv_centralized_no-cooling_10cf.tif,ssp2,solar,pv centralized,--,--,no-cooling,10cf
SSP2 - 'Middle of the Road',2025,Natural Gas,Combined Cycle (CC),--,Yes,Dry,--,gridcerf_gas_cc_ccs_dry.tif,ssp2/2025/gas/gridcerf_gas_cc_ccs_dry.tif,ssp2,gas,cc,--,ccs,dry,--
SSP2 - 'Middle of the Road',2025,Natural Gas,Combined Cycle (CC),--,No,Recirculating,--,gridcerf_gas_cc_no-ccs_recirculating.tif,ssp2/2025/gas/gridcerf_gas_cc_no-ccs_recirculating.tif,ssp2,gas,cc,--,no-ccs,recirculating,--
SSP2 - 'Middle of the Road',2025,Natural Gas,Combined Cycle (CC),--,Yes,Once-through,--,gridcerf_gas_cc_ccs_oncethrough.tif,ssp2/2025/gas/gridcerf_gas_cc_ccs_oncethrough.tif,ssp2,gas,cc,--,ccs,oncethrough,--
SSP2 - 'Middle of the Road',2025,Natural Gas,Combined Cycle (CC),--,No,Recirculating-Seawater,--,gridcerf_gas_cc_no-ccs_recirculating-seawater.tif,ssp2/2025/gas/gridcerf_gas_cc_no-ccs_recirculating-seawater.tif,ssp2,gas,cc,--,no-ccs,recirculating-seawater,--
SSP2 - 'Middle of the Road',2025,Natural Gas,Combustion Turbine (CT),--,No,No Cooling,--,gridcerf_gas_turbine_no-ccs_no-cooling.tif,ssp2/2025/gas/gridcerf_gas_turbine_no-ccs_no-cooling.tif,ssp2,gas,turbine,--,no-ccs,no-cooling,--
SSP2 - 'Middle of the Road',2025,Natural Gas,Combined Cycle (CC),--,No,Pond,--,gridcerf_gas_cc_no-ccs_pond.tif,ssp2/2025/gas/gridcerf_gas_cc_no-ccs_pond.tif,ssp2,gas,cc,--,no-ccs,pond,--
SSP2 - 'Middle of the Road',2025,Natural Gas,Combined Cycle (CC),--,No,Dry,--,gridcerf_gas_cc_no-ccs_dry.tif,ssp2/2025/gas/gridcerf_gas_cc_no-ccs_dry.tif,ssp2,gas,cc,--,no-ccs,dry,--
SSP2 - 'Middle of the Road',2025,Natural Gas,Combined Cycle (CC),--,Yes,Recirculating-Seawater,--,gridcerf_gas_cc_ccs_recirculating-seawater.tif,ssp2/2025/gas/gridcerf_gas_cc_ccs_recirculating-seawater.tif,ssp2,gas,cc,--,ccs,recirculating-seawater,--
SSP2 - 'Middle of the Road',2025,Natural Gas,Combined Cycle (CC),--,Yes,Recirculating,--,gridcerf_gas_cc_ccs_recirculating.tif,ssp2/2025/gas/gridcerf_gas_cc_ccs_recirculating.tif,ssp2,gas,cc,--,ccs,recirculating,--
SSP2 - 'Middle of the Road',2025,Natural Gas,Combined Cycle (CC),--,No,Once-through,--,gridcerf_gas_cc_no-ccs_oncethrough.tif,ssp2/2025/gas/gridcerf_gas_cc_no-ccs_oncethrough.tif,ssp2,gas,cc,--,no-ccs,oncethrough,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 2 Reactor Light Water Reactor (LWR),--,--,Recirculating-Seawater,--,gridcerf_nuclear_gen2_lwr_recirculating-seawater.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen2_lwr_recirculating-seawater.tif,ssp2,nuclear,gen2 lwr,--,--,recirculating-seawater,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 2 Reactor Light Water Reactor (LWR),--,--,Pond,--,gridcerf_nuclear_gen2_lwr_pond.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen2_lwr_pond.tif,ssp2,nuclear,gen2 lwr,--,--,pond,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 3 Reactor Small Modular Reactor (SMR),--,--,Pond,--,gridcerf_nuclear_gen3_smr_pond.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen3_smr_pond.tif,ssp2,nuclear,gen3 smr,--,--,pond,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 2 Reactor Light Water Reactor (LWR),--,--,Recirculating,--,gridcerf_nuclear_gen2_lwr_recirculating.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen2_lwr_recirculating.tif,ssp2,nuclear,gen2 lwr,--,--,recirculating,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 3 Reactor AP1000,--,--,Recirculating,--,gridcerf_nuclear_gen3_ap1000_recirculating.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen3_ap1000_recirculating.tif,ssp2,nuclear,gen3 ap1000,--,--,recirculating,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 3 Reactor AP1000,--,--,Pond,--,gridcerf_nuclear_gen3_ap1000_pond.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen3_ap1000_pond.tif,ssp2,nuclear,gen3 ap1000,--,--,pond,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 3 Reactor Small Modular Reactor (SMR),--,--,Once-through,--,gridcerf_nuclear_gen3_smr_oncethrough.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen3_smr_oncethrough.tif,ssp2,nuclear,gen3 smr,--,--,oncethrough,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 3 Reactor Small Modular Reactor (SMR),--,--,Recirculating,--,gridcerf_nuclear_gen3_smr_recirculating.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen3_smr_recirculating.tif,ssp2,nuclear,gen3 smr,--,--,recirculating,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 3 Reactor AP1000,--,--,Once-through,--,gridcerf_nuclear_gen3_ap1000_oncethrough.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen3_ap1000_oncethrough.tif,ssp2,nuclear,gen3 ap1000,--,--,oncethrough,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 3 Reactor AP1000,--,--,Recirculating-Seawater,--,gridcerf_nuclear_gen3_ap1000_recirculating-seawater.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen3_ap1000_recirculating-seawater.tif,ssp2,nuclear,gen3 ap1000,--,--,recirculating-seawater,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 3 Reactor Small Modular Reactor (SMR),--,--,Recirculating-Seawater,--,gridcerf_nuclear_gen3_smr_recirculating-seawater.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen3_smr_recirculating-seawater.tif,ssp2,nuclear,gen3 smr,--,--,recirculating-seawater,--
SSP2 - 'Middle of the Road',2025,Nuclear,Generation 2 Reactor Light Water Reactor (LWR),--,--,Once-through,--,gridcerf_nuclear_gen2_lwr_oncethrough.tif,ssp2/2025/nuclear/gridcerf_nuclear_gen2_lwr_oncethrough.tif,ssp2,nuclear,gen2 lwr,--,--,oncethrough,--
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Dry-Hybrid,class1,gridcerf_geothermal_centralized_enhanced_dry-hybrid_class1.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_dry-hybrid_class1.tif,ssp2,geothermal,centralized enhanced,--,--,dry-hybrid,class1
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Dry-Hybrid,class2,gridcerf_geothermal_centralized_enhanced_dry-hybrid_class2.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_dry-hybrid_class2.tif,ssp2,geothermal,centralized enhanced,--,--,dry-hybrid,class2
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Dry-Hybrid,class3,gridcerf_geothermal_centralized_enhanced_dry-hybrid_class3.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_dry-hybrid_class3.tif,ssp2,geothermal,centralized enhanced,--,--,dry-hybrid,class3
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Dry-Hybrid,class4,gridcerf_geothermal_centralized_enhanced_dry-hybrid_class4.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_dry-hybrid_class4.tif,ssp2,geothermal,centralized enhanced,--,--,dry-hybrid,class4
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Dry-Hybrid,class5,gridcerf_geothermal_centralized_enhanced_dry-hybrid_class5.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_dry-hybrid_class5.tif,ssp2,geothermal,centralized enhanced,--,--,dry-hybrid,class5
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Recirculating,class1,gridcerf_geothermal_centralized_enhanced_recirculating_class1.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_recirculating_class1.tif,ssp2,geothermal,centralized enhanced,--,--,recirculating,class1
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Recirculating,class3,gridcerf_geothermal_centralized_enhanced_recirculating_class3.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_recirculating_class3.tif,ssp2,geothermal,centralized enhanced,--,--,recirculating,class3
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Recirculating,class2,gridcerf_geothermal_centralized_enhanced_recirculating_class2.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_recirculating_class2.tif,ssp2,geothermal,centralized enhanced,--,--,recirculating,class2
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Recirculating,class5,gridcerf_geothermal_centralized_enhanced_recirculating_class5.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_recirculating_class5.tif,ssp2,geothermal,centralized enhanced,--,--,recirculating,class5
SSP2 - 'Middle of the Road',2025,Geothermal,Centralized Enhanced,--,--,Recirculating,class4,gridcerf_geothermal_centralized_enhanced_recirculating_class4.tif,ssp2/2025/geothermal/gridcerf_geothermal_centralized_enhanced_recirculating_class4.tif,ssp2,geothermal,centralized enhanced,--,--,recirculating,class4
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 80 meters (m),--,No Cooling,35cf,gridcerf_wind_onshore_hubheight80_no-cooling_35cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight80_no-cooling_35cf.tif,ssp2,wind,onshore,hubheight80,--,no-cooling,35cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 140 meters (m),--,No Cooling,45cf,gridcerf_wind_onshore_hubheight140_no-cooling_45cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight140_no-cooling_45cf.tif,ssp2,wind,onshore,hubheight140,--,no-cooling,45cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 100 meters (m),--,No Cooling,25cf,gridcerf_wind_onshore_hubheight100_no-cooling_25cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight100_no-cooling_25cf.tif,ssp2,wind,onshore,hubheight100,--,no-cooling,25cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 120 meters (m),--,No Cooling,15cf,gridcerf_wind_onshore_hubheight120_no-cooling_15cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight120_no-cooling_15cf.tif,ssp2,wind,onshore,hubheight120,--,no-cooling,15cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 120 meters (m),--,No Cooling,50cf,gridcerf_wind_onshore_hubheight120_no-cooling_50cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight120_no-cooling_50cf.tif,ssp2,wind,onshore,hubheight120,--,no-cooling,50cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 120 meters (m),--,No Cooling,35cf,gridcerf_wind_onshore_hubheight120_no-cooling_35cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight120_no-cooling_35cf.tif,ssp2,wind,onshore,hubheight120,--,no-cooling,35cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 100 meters (m),--,No Cooling,40cf,gridcerf_wind_onshore_hubheight100_no-cooling_40cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight100_no-cooling_40cf.tif,ssp2,wind,onshore,hubheight100,--,no-cooling,40cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 140 meters (m),--,No Cooling,20cf,gridcerf_wind_onshore_hubheight140_no-cooling_20cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight140_no-cooling_20cf.tif,ssp2,wind,onshore,hubheight140,--,no-cooling,20cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 80 meters (m),--,No Cooling,50cf,gridcerf_wind_onshore_hubheight80_no-cooling_50cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight80_no-cooling_50cf.tif,ssp2,wind,onshore,hubheight80,--,no-cooling,50cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 80 meters (m),--,No Cooling,15cf,gridcerf_wind_onshore_hubheight80_no-cooling_15cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight80_no-cooling_15cf.tif,ssp2,wind,onshore,hubheight80,--,no-cooling,15cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 140 meters (m),--,No Cooling,25cf,gridcerf_wind_onshore_hubheight140_no-cooling_25cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight140_no-cooling_25cf.tif,ssp2,wind,onshore,hubheight140,--,no-cooling,25cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 120 meters (m),--,No Cooling,30cf,gridcerf_wind_onshore_hubheight120_no-cooling_30cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight120_no-cooling_30cf.tif,ssp2,wind,onshore,hubheight120,--,no-cooling,30cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 100 meters (m),--,No Cooling,45cf,gridcerf_wind_onshore_hubheight100_no-cooling_45cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight100_no-cooling_45cf.tif,ssp2,wind,onshore,hubheight100,--,no-cooling,45cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 140 meters (m),--,No Cooling,5cf,gridcerf_wind_onshore_hubheight140_no-cooling_5cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight140_no-cooling_5cf.tif,ssp2,wind,onshore,hubheight140,--,no-cooling,5cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 80 meters (m),--,No Cooling,10cf,gridcerf_wind_onshore_hubheight80_no-cooling_10cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight80_no-cooling_10cf.tif,ssp2,wind,onshore,hubheight80,--,no-cooling,10cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 80 meters (m),--,No Cooling,30cf,gridcerf_wind_onshore_hubheight80_no-cooling_30cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight80_no-cooling_30cf.tif,ssp2,wind,onshore,hubheight80,--,no-cooling,30cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 120 meters (m),--,No Cooling,5cf,gridcerf_wind_onshore_hubheight120_no-cooling_5cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight120_no-cooling_5cf.tif,ssp2,wind,onshore,hubheight120,--,no-cooling,5cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 80 meters (m),--,No Cooling,5cf,gridcerf_wind_onshore_hubheight80_no-cooling_5cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight80_no-cooling_5cf.tif,ssp2,wind,onshore,hubheight80,--,no-cooling,5cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 100 meters (m),--,No Cooling,20cf,gridcerf_wind_onshore_hubheight100_no-cooling_20cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight100_no-cooling_20cf.tif,ssp2,wind,onshore,hubheight100,--,no-cooling,20cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 120 meters (m),--,No Cooling,10cf,gridcerf_wind_onshore_hubheight120_no-cooling_10cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight120_no-cooling_10cf.tif,ssp2,wind,onshore,hubheight120,--,no-cooling,10cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 100 meters (m),--,No Cooling,5cf,gridcerf_wind_onshore_hubheight100_no-cooling_5cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight100_no-cooling_5cf.tif,ssp2,wind,onshore,hubheight100,--,no-cooling,5cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 140 meters (m),--,No Cooling,40cf,gridcerf_wind_onshore_hubheight140_no-cooling_40cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight140_no-cooling_40cf.tif,ssp2,wind,onshore,hubheight140,--,no-cooling,40cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 140 meters (m),--,No Cooling,10cf,gridcerf_wind_onshore_hubheight140_no-cooling_10cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight140_no-cooling_10cf.tif,ssp2,wind,onshore,hubheight140,--,no-cooling,10cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 120 meters (m),--,No Cooling,40cf,gridcerf_wind_onshore_hubheight120_no-cooling_40cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight120_no-cooling_40cf.tif,ssp2,wind,onshore,hubheight120,--,no-cooling,40cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 100 meters (m),--,No Cooling,35cf,gridcerf_wind_onshore_hubheight100_no-cooling_35cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight100_no-cooling_35cf.tif,ssp2,wind,onshore,hubheight100,--,no-cooling,35cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 80 meters (m),--,No Cooling,25cf,gridcerf_wind_onshore_hubheight80_no-cooling_25cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight80_no-cooling_25cf.tif,ssp2,wind,onshore,hubheight80,--,no-cooling,25cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 80 meters (m),--,No Cooling,40cf,gridcerf_wind_onshore_hubheight80_no-cooling_40cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight80_no-cooling_40cf.tif,ssp2,wind,onshore,hubheight80,--,no-cooling,40cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 100 meters (m),--,No Cooling,50cf,gridcerf_wind_onshore_hubheight100_no-cooling_50cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight100_no-cooling_50cf.tif,ssp2,wind,onshore,hubheight100,--,no-cooling,50cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 100 meters (m),--,No Cooling,15cf,gridcerf_wind_onshore_hubheight100_no-cooling_15cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight100_no-cooling_15cf.tif,ssp2,wind,onshore,hubheight100,--,no-cooling,15cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 120 meters (m),--,No Cooling,25cf,gridcerf_wind_onshore_hubheight120_no-cooling_25cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight120_no-cooling_25cf.tif,ssp2,wind,onshore,hubheight120,--,no-cooling,25cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 140 meters (m),--,No Cooling,30cf,gridcerf_wind_onshore_hubheight140_no-cooling_30cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight140_no-cooling_30cf.tif,ssp2,wind,onshore,hubheight140,--,no-cooling,30cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 80 meters (m),--,No Cooling,45cf,gridcerf_wind_onshore_hubheight80_no-cooling_45cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight80_no-cooling_45cf.tif,ssp2,wind,onshore,hubheight80,--,no-cooling,45cf
SSP2 - 'Middle of the Road',2025,Wind,Onshore,Hub Height 140 meters (m),--,No Cooling,35cf,gridcerf_wind_onshore_hubheight140_no-cooling_35cf.tif,ssp2/2025/wind/gridcerf_wind_onshore_hubheight140_no-cooling_35cf.tif,ssp2,wind,onshore,hubheight140,--,no-cooling,35cf
