Latitude,Longitude,IsFeasible,Angle
-470934.1706999999,-2330115.228,0.0,0
-563934.1706999999,-2329115.228,0.0,0
-562934.1706999999,-2329115.228,0.0,0
-559934.1706999999,-2329115.228,0.0,0
-558934.1706999999,-2329115.228,0.0,0
-562934.1706999999,-2328115.228,0.0,0
-560934.1706999999,-2328115.228,0.0,0
-559934.1706999999,-2328115.228,0.0,0
-466934.1706999999,-2328115.228,0.0,0
-562934.1706999999,-2327115.228,0.0,0
-561934.1706999999,-2327115.228,0.0,0
-557934.1706999999,-2327115.228,0.0,0
-561934.1706999999,-2326115.228,0.0,0
-560934.1706999999,-2326115.228,0.0,0
-559934.1706999999,-2326115.228,0.0,0
-561934.1706999999,-2325115.228,0.0,0
-560934.1706999999,-2325115.228,0.0,0
-559934.1706999999,-2325115.228,0.0,0
-561934.1706999999,-2324115.228,0.0,0
-559934.1706999999,-2324115.228,0.0,0
-561934.1706999999,-2323115.228,0.0,0
-559934.1706999999,-2323115.228,0.0,0
-559934.1706999999,-2322115.228,0.0,0
-559934.1706999999,-2321115.228,0.0,0
-559934.1706999999,-2318115.228,0.0,0
-553934.1706999999,-2318115.228,0.0,0
-555934.1706999999,-2317115.228,0.0,0
-554934.1706999999,-2317115.228,0.0,0
-553934.1706999999,-2317115.228,0.0,0
-554934.1706999999,-2316115.228,0.0,0
-553934.1706999999,-2316115.228,0.0,0
-556934.1706999999,-2314115.228,0.0,0
-556934.1706999999,-2313115.228,0.0,0
-554934.1706999999,-2313115.228,0.0,0
-552934.1706999999,-2313115.228,0.0,0
-552934.1706999999,-2312115.228,0.0,0
-551934.1706999999,-2312115.228,0.0,0
-552934.1706999999,-2311115.228,0.0,0
-551934.1706999999,-2311115.228,0.0,0
-547934.1706999999,-2308115.228,0.0,0
-565934.1706999999,-2307115.228,0.0,0
-564934.1706999999,-2307115.228,0.0,0
-563934.1706999999,-2307115.228,0.0,0
-562934.1706999999,-2307115.228,0.0,0
-547934.1706999999,-2307115.228,0.0,0
-546934.1706999999,-2307115.228,0.0,0
-543934.1706999999,-2307115.228,0.0,0
-567934.1706999999,-2306115.228,0.0,0
-566934.1706999999,-2306115.228,0.0,0
-565934.1706999999,-2306115.228,0.0,0
-564934.1706999999,-2306115.228,0.0,0
-563934.1706999999,-2306115.228,0.0,0
-562934.1706999999,-2306115.228,0.0,0
-561934.1706999999,-2306115.228,0.0,0
-555934.1706999999,-2306115.228,0.0,0
-547934.1706999999,-2306115.228,0.0,0
-544934.1706999999,-2306115.228,0.0,0
-543934.1706999999,-2306115.228,0.0,0
-567934.1706999999,-2305115.228,0.0,0
-566934.1706999999,-2305115.228,0.0,0
-565934.1706999999,-2305115.228,0.0,0
-564934.1706999999,-2305115.228,0.0,0
-563934.1706999999,-2305115.228,0.0,0
-562934.1706999999,-2305115.228,0.0,0
-561934.1706999999,-2305115.228,0.0,0
-560934.1706999999,-2305115.228,0.0,0
-545934.1706999999,-2305115.228,0.0,0
-543934.1706999999,-2305115.228,0.0,0
-542934.1706999999,-2305115.228,0.0,0
-561934.1706999999,-2304115.228,0.0,0
-560934.1706999999,-2304115.228,0.0,0
-555934.1706999999,-2304115.228,0.0,0
-548934.1706999999,-2304115.228,0.0,0
-547934.1706999999,-2304115.228,0.0,0
-552934.1706999999,-2303115.228,0.0,0
-551934.1706999999,-2303115.228,0.0,0
-550934.1706999999,-2303115.228,0.0,0
-549934.1706999999,-2303115.228,0.0,0
-548934.1706999999,-2303115.228,0.0,0
-547934.1706999999,-2303115.228,0.0,0
-569934.1706999999,-2302115.228,0.0,0
-549934.1706999999,-2302115.228,0.0,0
-548934.1706999999,-2302115.228,0.0,0
-546934.1706999999,-2302115.228,0.0,0
-545934.1706999999,-2302115.228,0.0,0
-544934.1706999999,-2302115.228,0.0,0
-543934.1706999999,-2302115.228,0.0,0
-539934.1706999999,-2302115.228,0.0,0
-536934.1706999999,-2302115.228,0.0,0
-535934.1706999999,-2302115.228,0.0,0
-571934.1706999999,-2301115.228,0.0,0
-570934.1706999999,-2301115.228,0.0,0
-569934.1706999999,-2301115.228,0.0,0
-568934.1706999999,-2301115.228,0.0,0
-556934.1706999999,-2301115.228,0.0,0
-555934.1706999999,-2301115.228,0.0,0
-554934.1706999999,-2301115.228,0.0,0
-549934.1706999999,-2301115.228,0.0,0
-545934.1706999999,-2301115.228,0.0,0
-543934.1706999999,-2301115.228,0.0,0
-542934.1706999999,-2301115.228,0.0,0
-540934.1706999999,-2301115.228,0.0,0
-539934.1706999999,-2301115.228,0.0,0
-571934.1706999999,-2300115.228,0.0,0
-569934.1706999999,-2300115.228,0.0,0
-562934.1706999999,-2300115.228,0.0,0
-555934.1706999999,-2300115.228,0.0,0
-554934.1706999999,-2300115.228,0.0,0
-553934.1706999999,-2300115.228,0.0,0
-547934.1706999999,-2300115.228,0.0,0
-544934.1706999999,-2300115.228,0.0,0
-543934.1706999999,-2300115.228,0.0,0
-542934.1706999999,-2300115.228,0.0,0
-541934.1706999999,-2300115.228,0.0,0
-529934.1706999999,-2300115.228,0.0,0
-498934.1706999999,-2300115.228,0.0,0
-562934.1706999999,-2299115.228,0.0,0
-555934.1706999999,-2299115.228,0.0,0
-554934.1706999999,-2299115.228,0.0,0
-547934.1706999999,-2299115.228,0.0,0
-546934.1706999999,-2299115.228,0.0,0
-545934.1706999999,-2299115.228,0.0,0
-544934.1706999999,-2299115.228,0.0,0
-543934.1706999999,-2299115.228,0.0,0
-542934.1706999999,-2299115.228,0.0,0
-541934.1706999999,-2299115.228,0.0,0
-531934.1706999999,-2299115.228,0.0,0
-530934.1706999999,-2299115.228,0.0,0
-497934.1706999999,-2299115.228,0.0,0
-564934.1706999999,-2298115.228,0.0,0
-549934.1706999999,-2298115.228,0.0,0
-548934.1706999999,-2298115.228,0.0,0
-547934.1706999999,-2298115.228,0.0,0
-546934.1706999999,-2298115.228,0.0,0
-529934.1706999999,-2298115.228,0.0,0
-496934.1706999999,-2298115.228,0.0,0
-494934.1706999999,-2298115.228,0.0,0
-574934.1706999999,-2297115.228,0.0,0
-555934.1706999999,-2297115.228,0.0,0
-554934.1706999999,-2297115.228,0.0,0
-547934.1706999999,-2297115.228,0.0,0
-546934.1706999999,-2297115.228,0.0,0
-529934.1706999999,-2297115.228,0.0,0
-528934.1706999999,-2297115.228,0.0,0
-495934.1706999999,-2297115.228,0.0,0
-554934.1706999999,-2296115.228,0.0,0
-553934.1706999999,-2296115.228,0.0,0
-541934.1706999999,-2296115.228,0.0,0
-530934.1706999999,-2296115.228,0.0,0
-529934.1706999999,-2296115.228,0.0,0
-528934.1706999999,-2296115.228,0.0,0
-527934.1706999999,-2296115.228,0.0,0
-526934.1706999999,-2296115.228,0.0,0
-495934.1706999999,-2296115.228,0.0,0
-494934.1706999999,-2296115.228,0.0,0
-636934.1706999999,-2295115.228,0.0,0
-529934.1706999999,-2295115.228,0.0,0
-528934.1706999999,-2295115.228,0.0,0
-499934.1706999999,-2295115.228,0.0,0
-497934.1706999999,-2295115.228,0.0,0
-492934.1706999999,-2295115.228,0.0,0
-491934.1706999999,-2295115.228,0.0,0
-490934.1706999999,-2295115.228,0.0,0
-532934.1706999999,-2294115.228,0.0,0
-531934.1706999999,-2294115.228,0.0,0
-529934.1706999999,-2294115.228,0.0,0
-528934.1706999999,-2294115.228,0.0,0
-497934.1706999999,-2294115.228,0.0,0
-496934.1706999999,-2294115.228,0.0,0
-495934.1706999999,-2294115.228,0.0,0
-494934.1706999999,-2294115.228,0.0,0
-493934.1706999999,-2294115.228,0.0,0
-492934.1706999999,-2294115.228,0.0,0
-491934.1706999999,-2294115.228,0.0,0
-532934.1706999999,-2293115.228,0.0,0
-531934.1706999999,-2293115.228,0.0,0
-529934.1706999999,-2293115.228,0.0,0
-528934.1706999999,-2293115.228,0.0,0
-527934.1706999999,-2293115.228,0.0,0
-526934.1706999999,-2293115.228,0.0,0
-495934.1706999999,-2293115.228,0.0,0
-494934.1706999999,-2293115.228,0.0,0
-493934.1706999999,-2293115.228,0.0,0
-492934.1706999999,-2293115.228,0.0,0
-491934.1706999999,-2293115.228,0.0,0
-528934.1706999999,-2292115.228,0.0,0
-527934.1706999999,-2292115.228,0.0,0
-526934.1706999999,-2292115.228,0.0,0
-525934.1706999999,-2292115.228,0.0,0
-496934.1706999999,-2292115.228,0.0,0
-492934.1706999999,-2292115.228,0.0,0
-491934.1706999999,-2292115.228,0.0,0
-853934.1706999999,-2291115.228,0.0,0
-787934.1706999999,-2291115.228,0.0,0
-786934.1706999999,-2291115.228,0.0,0
-853934.1706999999,-2290115.228,0.0,0
-785934.1706999999,-2290115.228,0.0,0
-851934.1706999999,-2289115.228,0.0,0
-785934.1706999999,-2289115.228,0.0,0
-613934.1706999999,-2288115.228,0.0,0
-930934.1706999999,-2282115.228,0.0,0
-929934.1706999999,-2282115.228,0.0,0
-928934.1706999999,-2282115.228,0.0,0
-928934.1706999999,-2281115.228,0.0,0
-978934.1706999999,-2260115.228,0.0,0
-978934.1706999999,-2259115.228,0.0,0
-984934.1706999999,-2258115.228,0.0,0
-983934.1706999999,-2258115.228,0.0,0
-977934.1706999999,-2258115.228,0.0,0
-989934.1706999999,-2257115.228,0.0,0
-988934.1706999999,-2257115.228,0.0,0
-986934.1706999999,-2257115.228,0.0,0
-985934.1706999999,-2257115.228,0.0,0
-984934.1706999999,-2257115.228,0.0,0
-983934.1706999999,-2257115.228,0.0,0
-982934.1706999999,-2257115.228,0.0,0
-977934.1706999999,-2257115.228,0.0,0
-976934.1706999999,-2257115.228,0.0,0
-990934.1706999999,-2256115.228,0.0,0
-989934.1706999999,-2256115.228,0.0,0
-988934.1706999999,-2256115.228,0.0,0
-986934.1706999999,-2256115.228,0.0,0
-985934.1706999999,-2256115.228,0.0,0
-984934.1706999999,-2256115.228,0.0,0
-983934.1706999999,-2256115.228,0.0,0
-982934.1706999999,-2256115.228,0.0,0
-981934.1706999999,-2256115.228,0.0,0
-978934.1706999999,-2256115.228,0.0,0
-977934.1706999999,-2256115.228,0.0,0
-976934.1706999999,-2256115.228,0.0,0
-975934.1706999999,-2256115.228,0.0,0
-990934.1706999999,-2255115.228,0.0,0
-989934.1706999999,-2255115.228,0.0,0
-988934.1706999999,-2255115.228,0.0,0
-987934.1706999999,-2255115.228,0.0,0
-986934.1706999999,-2255115.228,0.0,0
-985934.1706999999,-2255115.228,0.0,0
-984934.1706999999,-2255115.228,0.0,0
-983934.1706999999,-2255115.228,0.0,0
-982934.1706999999,-2255115.228,0.0,0
-981934.1706999999,-2255115.228,0.0,0
-979934.1706999999,-2255115.228,0.0,0
-978934.1706999999,-2255115.228,0.0,0
-977934.1706999999,-2255115.228,0.0,0
-975934.1706999999,-2255115.228,0.0,0
-974934.1706999999,-2255115.228,0.0,0
-988934.1706999999,-2254115.228,0.0,0
-987934.1706999999,-2254115.228,0.0,0
-986934.1706999999,-2254115.228,0.0,0
-985934.1706999999,-2254115.228,0.0,0
-984934.1706999999,-2254115.228,0.0,0
-982934.1706999999,-2254115.228,0.0,0
-980934.1706999999,-2254115.228,0.0,0
-979934.1706999999,-2254115.228,0.0,0
-978934.1706999999,-2254115.228,0.0,0
-975934.1706999999,-2254115.228,0.0,0
-962934.1706999999,-2254115.228,0.0,0
-961934.1706999999,-2254115.228,0.0,0
-987934.1706999999,-2253115.228,0.0,0
-985934.1706999999,-2253115.228,0.0,0
-984934.1706999999,-2253115.228,0.0,0
-983934.1706999999,-2253115.228,0.0,0
-982934.1706999999,-2253115.228,0.0,0
-981934.1706999999,-2253115.228,0.0,0
-980934.1706999999,-2253115.228,0.0,0
-979934.1706999999,-2253115.228,0.0,0
-978934.1706999999,-2253115.228,0.0,0
-977934.1706999999,-2253115.228,0.0,0
-969934.1706999999,-2253115.228,0.0,0
-964934.1706999999,-2253115.228,0.0,0
-963934.1706999999,-2253115.228,0.0,0
-961934.1706999999,-2253115.228,0.0,0
-959934.1706999999,-2253115.228,0.0,0
-985934.1706999999,-2252115.228,0.0,0
-984934.1706999999,-2252115.228,0.0,0
-983934.1706999999,-2252115.228,0.0,0
-982934.1706999999,-2252115.228,0.0,0
-981934.1706999999,-2252115.228,0.0,0
-979934.1706999999,-2252115.228,0.0,0
-978934.1706999999,-2252115.228,0.0,0
-971934.1706999999,-2252115.228,0.0,0
-970934.1706999999,-2252115.228,0.0,0
-969934.1706999999,-2252115.228,0.0,0
-967934.1706999999,-2252115.228,0.0,0
-966934.1706999999,-2252115.228,0.0,0
-964934.1706999999,-2252115.228,0.0,0
-961934.1706999999,-2252115.228,0.0,0
-960934.1706999999,-2252115.228,0.0,0
-959934.1706999999,-2252115.228,0.0,0
-958934.1706999999,-2252115.228,0.0,0
-986934.1706999999,-2251115.228,0.0,0
-985934.1706999999,-2251115.228,0.0,0
-984934.1706999999,-2251115.228,0.0,0
-983934.1706999999,-2251115.228,0.0,0
-982934.1706999999,-2251115.228,0.0,0
-981934.1706999999,-2251115.228,0.0,0
-980934.1706999999,-2251115.228,0.0,0
-968934.1706999999,-2251115.228,0.0,0
-967934.1706999999,-2251115.228,0.0,0
-966934.1706999999,-2251115.228,0.0,0
-960934.1706999999,-2251115.228,0.0,0
-959934.1706999999,-2251115.228,0.0,0
-958934.1706999999,-2251115.228,0.0,0
-985934.1706999999,-2250115.228,0.0,0
-984934.1706999999,-2250115.228,0.0,0
-983934.1706999999,-2250115.228,0.0,0
-982934.1706999999,-2250115.228,0.0,0
-981934.1706999999,-2250115.228,0.0,0
-980934.1706999999,-2250115.228,0.0,0
-979934.1706999999,-2250115.228,0.0,0
-968934.1706999999,-2250115.228,0.0,0
-967934.1706999999,-2250115.228,0.0,0
-966934.1706999999,-2250115.228,0.0,0
-960934.1706999999,-2250115.228,0.0,0
-959934.1706999999,-2250115.228,0.0,0
-958934.1706999999,-2250115.228,0.0,0
-984934.1706999999,-2249115.228,0.0,0
-983934.1706999999,-2249115.228,0.0,0
-982934.1706999999,-2249115.228,0.0,0
-981934.1706999999,-2249115.228,0.0,0
-980934.1706999999,-2249115.228,0.0,0
-979934.1706999999,-2249115.228,0.0,0
-976934.1706999999,-2249115.228,0.0,0
-960934.1706999999,-2249115.228,0.0,0
-959934.1706999999,-2249115.228,0.0,0
-958934.1706999999,-2249115.228,0.0,0
-955934.1706999999,-2249115.228,0.0,0
-984934.1706999999,-2248115.228,0.0,0
-983934.1706999999,-2248115.228,0.0,0
-980934.1706999999,-2248115.228,0.0,0
-979934.1706999999,-2248115.228,0.0,0
-976934.1706999999,-2248115.228,0.0,0
-975934.1706999999,-2248115.228,0.0,0
-974934.1706999999,-2248115.228,0.0,0
-959934.1706999999,-2248115.228,0.0,0
-958934.1706999999,-2248115.228,0.0,0
-983934.1706999999,-2247115.228,0.0,0
-978934.1706999999,-2247115.228,0.0,0
-977934.1706999999,-2247115.228,0.0,0
-976934.1706999999,-2247115.228,0.0,0
-973934.1706999999,-2247115.228,0.0,0
-955934.1706999999,-2247115.228,0.0,0
-982934.1706999999,-2246115.228,0.0,0
-977934.1706999999,-2246115.228,0.0,0
-976934.1706999999,-2246115.228,0.0,0
-975934.1706999999,-2246115.228,0.0,0
-974934.1706999999,-2246115.228,0.0,0
-971934.1706999999,-2246115.228,0.0,0
-967934.1706999999,-2246115.228,0.0,0
-966934.1706999999,-2246115.228,0.0,0
-963934.1706999999,-2246115.228,0.0,0
-955934.1706999999,-2246115.228,0.0,0
-983934.1706999999,-2245115.228,0.0,0
-982934.1706999999,-2245115.228,0.0,0
-981934.1706999999,-2245115.228,0.0,0
-978934.1706999999,-2245115.228,0.0,0
-977934.1706999999,-2245115.228,0.0,0
-976934.1706999999,-2245115.228,0.0,0
-974934.1706999999,-2245115.228,0.0,0
-971934.1706999999,-2245115.228,0.0,0
-967934.1706999999,-2245115.228,0.0,0
-966934.1706999999,-2245115.228,0.0,0
-965934.1706999999,-2245115.228,0.0,0
-962934.1706999999,-2245115.228,0.0,0
-961934.1706999999,-2245115.228,0.0,0
-960934.1706999999,-2245115.228,0.0,0
-958934.1706999999,-2245115.228,0.0,0
-957934.1706999999,-2245115.228,0.0,0
-981934.1706999999,-2244115.228,0.0,0
-980934.1706999999,-2244115.228,0.0,0
-979934.1706999999,-2244115.228,0.0,0
-978934.1706999999,-2244115.228,0.0,0
-977934.1706999999,-2244115.228,0.0,0
-973934.1706999999,-2244115.228,0.0,0
-972934.1706999999,-2244115.228,0.0,0
-971934.1706999999,-2244115.228,0.0,0
-967934.1706999999,-2244115.228,0.0,0
-966934.1706999999,-2244115.228,0.0,0
-963934.1706999999,-2244115.228,0.0,0
-962934.1706999999,-2244115.228,0.0,0
-961934.1706999999,-2244115.228,0.0,0
-960934.1706999999,-2244115.228,0.0,0
-958934.1706999999,-2244115.228,0.0,0
-957934.1706999999,-2244115.228,0.0,0
-983934.1706999999,-2243115.228,0.0,0
-982934.1706999999,-2243115.228,0.0,0
-981934.1706999999,-2243115.228,0.0,0
-980934.1706999999,-2243115.228,0.0,0
-979934.1706999999,-2243115.228,0.0,0
-978934.1706999999,-2243115.228,0.0,0
-976934.1706999999,-2243115.228,0.0,0
-969934.1706999999,-2243115.228,0.0,0
-963934.1706999999,-2243115.228,0.0,0
-962934.1706999999,-2243115.228,0.0,0
-961934.1706999999,-2243115.228,0.0,0
-960934.1706999999,-2243115.228,0.0,0
-959934.1706999999,-2243115.228,0.0,0
-958934.1706999999,-2243115.228,0.0,0
-983934.1706999999,-2242115.228,0.0,0
-982934.1706999999,-2242115.228,0.0,0
-981934.1706999999,-2242115.228,0.0,0
-980934.1706999999,-2242115.228,0.0,0
-969934.1706999999,-2242115.228,0.0,0
-968934.1706999999,-2242115.228,0.0,0
-961934.1706999999,-2242115.228,0.0,0
-959934.1706999999,-2242115.228,0.0,0
-983934.1706999999,-2241115.228,0.0,0
-982934.1706999999,-2241115.228,0.0,0
-982934.1706999999,-2240115.228,0.0,0
-1011934.1706999999,-2235115.228,0.0,0
-1010934.1706999999,-2235115.228,0.0,0
-1012934.1706999999,-2234115.228,0.0,0
-1011934.1706999999,-2234115.228,0.0,0
-1010934.1706999999,-2234115.228,0.0,0
-1008934.1706999999,-2234115.228,0.0,0
-986934.1706999999,-2234115.228,0.0,0
-1011934.1706999999,-2233115.228,0.0,0
-1008934.1706999999,-2233115.228,0.0,0
-1014934.1706999999,-2232115.228,0.0,0
-1013934.1706999999,-2232115.228,0.0,0
-1011934.1706999999,-2232115.228,0.0,0
-1008934.1706999999,-2232115.228,0.0,0
-1017934.1706999999,-2231115.228,0.0,0
-1010934.1706999999,-2231115.228,0.0,0
-1009934.1706999999,-2231115.228,0.0,0
-1021934.1706999999,-2230115.228,0.0,0
-1020934.1706999999,-2230115.228,0.0,0
-1019934.1706999999,-2230115.228,0.0,0
-1018934.1706999999,-2230115.228,0.0,0
-1017934.1706999999,-2230115.228,0.0,0
-1016934.1706999999,-2230115.228,0.0,0
-1015934.1706999999,-2230115.228,0.0,0
-1014934.1706999999,-2230115.228,0.0,0
-1013934.1706999999,-2230115.228,0.0,0
-1012934.1706999999,-2230115.228,0.0,0
-987934.1706999999,-2230115.228,0.0,0
-1024934.1706999999,-2229115.228,0.0,0
-1021934.1706999999,-2229115.228,0.0,0
-1020934.1706999999,-2229115.228,0.0,0
-1019934.1706999999,-2229115.228,0.0,0
-1018934.1706999999,-2229115.228,0.0,0
-1017934.1706999999,-2229115.228,0.0,0
-1016934.1706999999,-2229115.228,0.0,0
-1015934.1706999999,-2229115.228,0.0,0
-1014934.1706999999,-2229115.228,0.0,0
-1013934.1706999999,-2229115.228,0.0,0
-1011934.1706999999,-2229115.228,0.0,0
-1010934.1706999999,-2229115.228,0.0,0
-996934.1706999999,-2229115.228,0.0,0
-995934.1706999999,-2229115.228,0.0,0
-1024934.1706999999,-2228115.228,0.0,0
-1023934.1706999999,-2228115.228,0.0,0
-1022934.1706999999,-2228115.228,0.0,0
-1021934.1706999999,-2228115.228,0.0,0
-1020934.1706999999,-2228115.228,0.0,0
-1019934.1706999999,-2228115.228,0.0,0
-1018934.1706999999,-2228115.228,0.0,0
-1017934.1706999999,-2228115.228,0.0,0
-1016934.1706999999,-2228115.228,0.0,0
-1015934.1706999999,-2228115.228,0.0,0
-1013934.1706999999,-2228115.228,0.0,0
-1010934.1706999999,-2228115.228,0.0,0
-1025934.1706999999,-2227115.228,0.0,0
-1024934.1706999999,-2227115.228,0.0,0
-1023934.1706999999,-2227115.228,0.0,0
-1022934.1706999999,-2227115.228,0.0,0
-1021934.1706999999,-2227115.228,0.0,0
-1020934.1706999999,-2227115.228,0.0,0
-1019934.1706999999,-2227115.228,0.0,0
-1018934.1706999999,-2227115.228,0.0,0
-1016934.1706999999,-2227115.228,0.0,0
-1015934.1706999999,-2227115.228,0.0,0
-1014934.1706999999,-2227115.228,0.0,0
-994934.1706999999,-2227115.228,0.0,0
-993934.1706999999,-2227115.228,0.0,0
-1027934.1706999999,-2226115.228,0.0,0
-1026934.1706999999,-2226115.228,0.0,0
-1025934.1706999999,-2226115.228,0.0,0
-1023934.1706999999,-2226115.228,0.0,0
-1022934.1706999999,-2226115.228,0.0,0
-1021934.1706999999,-2226115.228,0.0,0
-1019934.1706999999,-2226115.228,0.0,0
-1017934.1706999999,-2226115.228,0.0,0
-1015934.1706999999,-2226115.228,0.0,0
-1014934.1706999999,-2226115.228,0.0,0
-1012934.1706999999,-2226115.228,0.0,0
-993934.1706999999,-2226115.228,0.0,0
-1028934.1706999999,-2225115.228,0.0,0
-1024934.1706999999,-2225115.228,0.0,0
-1023934.1706999999,-2225115.228,0.0,0
-1022934.1706999999,-2225115.228,0.0,0
-1021934.1706999999,-2225115.228,0.0,0
-1020934.1706999999,-2225115.228,0.0,0
-1018934.1706999999,-2225115.228,0.0,0
-1017934.1706999999,-2225115.228,0.0,0
-1016934.1706999999,-2225115.228,0.0,0
-1013934.1706999999,-2225115.228,0.0,0
-994934.1706999999,-2225115.228,0.0,0
-1031934.1706999999,-2224115.228,0.0,0
-1023934.1706999999,-2224115.228,0.0,0
-1022934.1706999999,-2224115.228,0.0,0
-1021934.1706999999,-2224115.228,0.0,0
-1020934.1706999999,-2224115.228,0.0,0
-1032934.1706999999,-2223115.228,0.0,0
-1031934.1706999999,-2223115.228,0.0,0
-1023934.1706999999,-2223115.228,0.0,0
-1019934.1706999999,-2223115.228,0.0,0
-1032934.1706999999,-2222115.228,0.0,0
-1031934.1706999999,-2222115.228,0.0,0
-1024934.1706999999,-2222115.228,0.0,0
-993934.1706999999,-2222115.228,0.0,0
-1035934.1706999999,-2221115.228,0.0,0
-1034934.1706999999,-2221115.228,0.0,0
-1033934.1706999999,-2221115.228,0.0,0
-1032934.1706999999,-2221115.228,0.0,0
-1031934.1706999999,-2221115.228,0.0,0
-1030934.1706999999,-2221115.228,0.0,0
-1029934.1706999999,-2221115.228,0.0,0
-1021934.1706999999,-2221115.228,0.0,0
-1019934.1706999999,-2221115.228,0.0,0
-1040934.1706999999,-2220115.228,0.0,0
-1039934.1706999999,-2220115.228,0.0,0
-1034934.1706999999,-2220115.228,0.0,0
-1033934.1706999999,-2220115.228,0.0,0
-1031934.1706999999,-2220115.228,0.0,0
-1030934.1706999999,-2220115.228,0.0,0
-1029934.1706999999,-2220115.228,0.0,0
-1021934.1706999999,-2220115.228,0.0,0
-1020934.1706999999,-2220115.228,0.0,0
-1018934.1706999999,-2220115.228,0.0,0
-1040934.1706999999,-2219115.228,0.0,0
-1039934.1706999999,-2219115.228,0.0,0
-1038934.1706999999,-2219115.228,0.0,0
-1037934.1706999999,-2219115.228,0.0,0
-1036934.1706999999,-2219115.228,0.0,0
-1035934.1706999999,-2219115.228,0.0,0
-1034934.1706999999,-2219115.228,0.0,0
-1033934.1706999999,-2219115.228,0.0,0
-1029934.1706999999,-2219115.228,0.0,0
-1026934.1706999999,-2219115.228,0.0,0
-1025934.1706999999,-2219115.228,0.0,0
-1021934.1706999999,-2219115.228,0.0,0
-1020934.1706999999,-2219115.228,0.0,0
-1019934.1706999999,-2219115.228,0.0,0
-1018934.1706999999,-2219115.228,0.0,0
-163934.1706999999,-2219115.228,0.0,0
-1040934.1706999999,-2218115.228,0.0,0
-1039934.1706999999,-2218115.228,0.0,0
-1038934.1706999999,-2218115.228,0.0,0
-1037934.1706999999,-2218115.228,0.0,0
-1036934.1706999999,-2218115.228,0.0,0
-1035934.1706999999,-2218115.228,0.0,0
-1033934.1706999999,-2218115.228,0.0,0
-1032934.1706999999,-2218115.228,0.0,0
-1030934.1706999999,-2218115.228,0.0,0
-1029934.1706999999,-2218115.228,0.0,0
-1026934.1706999999,-2218115.228,0.0,0
-1025934.1706999999,-2218115.228,0.0,0
-1021934.1706999999,-2218115.228,0.0,0
-1020934.1706999999,-2218115.228,0.0,0
-1019934.1706999999,-2218115.228,0.0,0
-1018934.1706999999,-2218115.228,0.0,0
-1040934.1706999999,-2217115.228,0.0,0
-1039934.1706999999,-2217115.228,0.0,0
-1038934.1706999999,-2217115.228,0.0,0
-1037934.1706999999,-2217115.228,0.0,0
-1036934.1706999999,-2217115.228,0.0,0
-1034934.1706999999,-2217115.228,0.0,0
-1033934.1706999999,-2217115.228,0.0,0
-1032934.1706999999,-2217115.228,0.0,0
-1031934.1706999999,-2217115.228,0.0,0
-1029934.1706999999,-2217115.228,0.0,0
-1025934.1706999999,-2217115.228,0.0,0
-1047934.1706999999,-2216115.228,0.0,0
-1046934.1706999999,-2216115.228,0.0,0
-1045934.1706999999,-2216115.228,0.0,0
